diff_count	length	record_a	glyphs_a	codes_a	record_b	glyphs_b	codes_b	diff_positions
2	4	P008041	𛿳 𜋀 𜁥 𜄱	M217~e M377 M247~g M288	P008431	𜉇 𜋅 𛿺 𜄱	M347 M377~e M218 M288	[0, 2]
2	4	P008043	𛹥 𜀄 𜁻 𛷪	M097~h M218~b M250~ba M054	P008906	𛻛 𛿺 𛵂 𛷪	M131 M218 M003~b M054	[0, 2]
2	4	P008043	𜉜 𛹜 𛿺 𛷪	M352~o M096 M218 M054	P008105	𛼰 𜌓 𛿺 𛷪	M149~a M388 M218 M054	[0, 1]
2	4	P008043	𜉜 𛹜 𛿺 𛷪	M352~o M096 M218 M054	P008398	𜉚 𜊛 𛿺 𜈽	M352~n M370 M218 M346	[1, 3]
2	4	P008046	𜇲 𜀮 𛿺 𜂩	M318~n M230 M218 M260~1+N24	P008046	𛹥 𛵅 𛿺 𜂩	M097~h M004 M218 M260~1+N24	[0, 1]
2	4	P008046	𜇲 𜀮 𛿺 𜂩	M318~n M230 M218 M260~1+N24	P008461	𜇪 𜂣 𛿺 𛶔	M318~a M259 M218 M036+N30D	[1, 3]
2	4	P008046	𜇲 𜀮 𛿺 𜂩	M318~n M230 M218 M260~1+N24	P009252	𜇩 𛵅 𛿺 𜆡	M318 M004 M218 M305	[1, 3]
2	4	P008046	𛽁 𜀼 𛹜 𜂩	M152 M242~b M096 M260~1+N24	P008612	𜂧 𜀼 𛹜 𜄲	M260 M242~b M096 M288+N01	[0, 3]
2	4	P008046	𛹥 𛵅 𛿺 𜂩	M097~h M004 M218 M260~1+N24	P009252	𜇩 𛵅 𛿺 𜆡	M318 M004 M218 M305	[0, 3]
2	4	P008048	𜁶 𜈭 𛷺 𜈽	M249~m M332~d M057~a2 M346	P008445	𛵅 𛸃 𛷸 𜈽	M004 M058 M057~a M346	[0, 1]
2	4	P008049	𛻃 𜌗 𜀄 𜅱	M124 M391 M218~b M295~wa	P008105	𛼰 𜌓 𛿺 𜅘	M149~a M388 M218 M295	[0, 1]
2	4	P008049	𛻃 𜌗 𜀄 𜅱	M124 M391 M218~b M295~wa	P008278	𛻃 𛼢 𛿺 𜃆	M124 M146 M218 M263~b1	[1, 3]
2	4	P008049	𛻃 𜌗 𜀄 𜅱	M124 M391 M218~b M295~wa	P008429	𛻃 𛸪 𜀕 𜅘	M124 M073~b M223 M295	[1, 2]
2	4	P008049	𛻃 𜌗 𜀄 𜅱	M124 M391 M218~b M295~wa	P009185	𛼲 𜌓 𛿺 𜅦	M149~a2 M388 M218 M295~k	[0, 1]
2	4	P008049	𛻃 𜌗 𜀄 𜅱	M124 M391 M218~b M295~wa	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[1, 3]
2	4	P008051	𜋐 𜅲 𜃂 𜊽	M380~b M295~y M263~1 M376	P008084	𜊩 𜅨 𛸘 𜊽	M371 M295~ka M066~a M376	[0, 2]
2	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P008296	𛻃 𜂼 𜌆 𜄱	M124 M262 M387~ef M288	[1, 2]
2	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	[1, 3]
2	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P008918	𛻃 𛿯 𛷶 𜄱	M124 M217 M057 M288	[1, 2]
2	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	[1, 3]
2	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 3]
2	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 3]
2	4	P008060	𛻃 𜊩 𛵓 𜄱	M124 M371 M009 M288	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[1, 2]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008185	𜌓 𜋾 𛵯 𜊩	M388 M387 M024~1 M371	[0, 1]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008271	𛻃 𜋺 𜀰 𛹜	M124 M386~a M240 M096	[2, 3]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	[1, 2]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008477	𛻃 𛷶 𛹧 𜊩	M124 M057 M099 M371	[1, 2]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	[1, 2]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	[1, 2]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 2]
2	4	P008060	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 2]
2	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P008105	𛻃 𛵓 𜊩 𜋺	M124 M009 M371 M386~a	[0, 3]
2	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P008125	𜊩 𛵓 𜊩 𛵄	M371 M009 M371 M003~c	[0, 3]
2	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P008221	𛵮 𛶉 𜊩 𜄱	M024 M033~a M371 M288	[0, 1]
2	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P008296	𛹜 𛵮 𜊩 𜄱	M096 M024 M371 M288	[0, 1]
2	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P008328	𛵮 𛶈 𜊩 𜄱	M024 M033 M371 M288	[0, 1]
2	4	P008060	𜇫 𛵓 𜊩 𜄱	M318~a1 M009 M371 M288	P009343	𛼲 𜉞 𜊩 𜄱	M149~a2 M352~s M371 M288	[0, 1]
2	4	P008065	𜋺 𛻛 𜃁 𛿺	M386~a M131 M263 M218	P008164	𜋅 𛻘 𜃁 𛿺	M377~e M129 M263 M218	[0, 1]
2	4	P008065	𜋺 𛻛 𜃁 𛿺	M386~a M131 M263 M218	P008245	𜋺 𜀰 𜃁 𜊩	M386~a M240 M263 M371	[1, 3]
2	4	P008065	𜋺 𛻛 𜃁 𛿺	M386~a M131 M263 M218	P008271	𛼢 𛵅 𜃂 𛿺	M146 M004 M263~1 M218	[0, 1]
2	4	P008065	𜋺 𛻛 𜃁 𛿺	M386~a M131 M263 M218	P008271	𛼥 𛵅 𜃁 𛿺	M146~2 M004 M263 M218	[0, 1]
2	4	P008065	𜋺 𛻛 𜃁 𛿺	M386~a M131 M263 M218	P008319	𜋺 𛻛 𛿺 𜄱	M386~a M131 M218 M288	[2, 3]
2	4	P008065	𜋺 𛻛 𜃁 𛿺	M386~a M131 M263 M218	P009466	𜋾 𛸗 𜃁 𛿺	M387 M066 M263 M218	[0, 1]
2	4	P008065	𜋺 𛻛 𜃁 𛿺	M386~a M131 M263 M218	P009552	𜁺 𛻛 𜂼 𛿺	M250~a M131 M262 M218	[0, 2]
2	4	P008067	𛿧 𛿺 𜅦 𜈩	M214~a M218 M295~k M329	P008071	𛿫 𛻃 𛸗 𜈩	M214~e M124 M066 M329	[1, 2]
2	4	P008072	𛹺 𛿹 𛷃 𜄱	M103~2 M217~n M044~a M288	P008159	𜋀 𛿯 𛻃 𜄱	M377 M217 M124 M288	[0, 2]
2	4	P008072	𛹺 𛿹 𛷃 𜄱	M103~2 M217~n M044~a M288	P008918	𛻃 𛿯 𛷶 𜄱	M124 M217 M057 M288	[0, 2]
2	4	P008072	𛹺 𛿹 𛷃 𜄱	M103~2 M217~n M044~a M288	P009338	𛹺 𜂕 𜌁 𜄱	M103~2 M254~a M387~c M288	[1, 2]
2	4	P008074	𜆡 𜁷 𜋾 𛿺	M305 M249~n M387 M218	P008310	𛼌 𛶃 𜋾 𛿺	M139 M032 M387 M218	[0, 1]
2	4	P008074	𜆡 𜁷 𜋾 𛿺	M305 M249~n M387 M218	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	[0, 1]
2	4	P008074	𜆡 𜁷 𜋾 𛿺	M305 M249~n M387 M218	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	[0, 1]
2	4	P008076	𜆡 𛷖 𛸗 𜉄	M305 M049~e M066 M346~b	P008516	𛸗 𜀈 𛸗 𜈽	M066 M219 M066 M346	[0, 1]
2	4	P008076	𜆡 𛷖 𛸗 𜉄	M305 M049~e M066 M346~b	P008516	𛿺 𛶍 𛸗 𜈽	M218 M009~d ≈ M035M09~d ≈ M3 M066 M346	[0, 1]
2	4	P008077	𜀈 𜅚 𜀌 𛷪	M219 M295~b M220 M054	P008548	𛺄𜄱 𜅭 𜀌 𜈽	M106+M288 M295~q M220 M346	[0, 3]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P008105	𛻃 𜉜 𛹥 𛿺	M124 M352~o M097~h M218	[0, 2]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P008490	𜌓 𜂂 𛵅 𛿺	M388 M251~c M004 M218	[0, 1]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P008621	𛸗 𜉜 𛿺 𛿺	M066 M352~o M218 M218	[0, 2]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P009017	𛻈 𜃟 𛵅 𛿺	M125~a M266~b M004 M218	[0, 1]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P009329	𜉇 𜉚 𛵅 𜈒	M347 M352~n M004 M325	[0, 3]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P009412	𛸗 𜉜 𜉇 𛿺	M066 M352~o M347 M218	[0, 2]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[0, 1]
2	4	P008082	𛷶 𜉚 𛵅 𛿺	M057 M352~n M004 M218	P368485	𛷸 𜀯 𛸅 𛿺	M057~a M230~a M059 M218	[1, 2]
2	4	P008083	𜀯 𜋈 𛿺 𜀖	M230~a M377~g M218 M223~a	P008431	𜉇 𜋅 𛿺 𜄱	M347 M377~e M218 M288	[0, 3]
2	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P008241	𛸗 𜉚 𛹡 𛿱	M066 M352~n M096+M139 M217+M388	[2, 3]
2	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P008452	𛸗 𜉚 𜀞 𛿈	M066 M352~n M226~c M207	[2, 3]
2	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P008621	𛸗 𜉜 𛿺 𛿺	M066 M352~o M218 M218	[2, 3]
2	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P009028	𜋅 𜉇 𛹣 𜅸	M377~e M347 M096~d M297	[0, 1]
2	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P009190	𛸗 𜉚 𛷸 𛽍	M066 M352~n M057~a M153+M342	[2, 3]
2	4	P008083	𛸗 𜉜 𛹜 𜅸	M066 M352~o M096 M297	P009412	𛸗 𜉜 𜉇 𛿺	M066 M352~o M347 M218	[2, 3]
2	4	P008084	𛼢 𜀓 𛿺 𜊽	M146 M222 M218 M376	P008084	𜀄 𜈭 𛿺 𜊽	M218~b M332~d M218 M376	[0, 1]
2	4	P008084	𜇅 𜌓 𛿺 𜋺	M311~b M388 M218 M386~a	P008105	𛼰 𜌓 𛿺 𛷪	M149~a M388 M218 M054	[0, 3]
2	4	P008084	𜇅 𜌓 𛿺 𜋺	M311~b M388 M218 M386~a	P008105	𛼰 𜌓 𛿺 𜅘	M149~a M388 M218 M295	[0, 3]
2	4	P008084	𜇅 𜌓 𛿺 𜋺	M311~b M388 M218 M386~a	P008152	𛼌 𜌓 𛿺 𜇩	M139 M388 M218 M318	[0, 3]
2	4	P008084	𜇅 𜌓 𛿺 𜋺	M311~b M388 M218 M386~a	P009185	𛼲 𜌓 𛿺 𜅦	M149~a2 M388 M218 M295~k	[0, 3]
2	4	P008085	𜉚 𜋾 𜀈 𛿺	M352~n M387 M219 M218	P008185	𜌓 𛸘 𜀈 𛿺	M388 M066~a M219 M218	[0, 1]
2	4	P008085	𜉚 𜋾 𜀈 𛿺	M352~n M387 M219 M218	P008633	𜉚 𜋿 𛺹 𜊩	M352~n M387~a M122 M371	[2, 3]
2	4	P008085	𜉚 𜋾 𜀈 𛿺	M352~n M387 M219 M218	P008733	𛾢 𜋾 𜁻 𛿺	M195 M387 M250~ba M218	[0, 2]
2	4	P008085	𛿺 𜂣 𜌕 𛿺	M218 M259 M390 M218	P008468	𛿺 𜂦 𛵓 𜊩	M218 M259~3 M009 M371	[2, 3]
2	4	P008085	𛿺 𜂣 𜌕 𛿺	M218 M259 M390 M218	P009383	𛿺 𜂣 𛽆 𜊭	M218 M259 M153 M371~d	[2, 3]
2	4	P008085	𛿺 𜂣 𜌕 𛿺	M218 M259 M390 M218	P009412	𛿺 𜂣 𜃁 𜈩	M218 M259 M263 M329	[2, 3]
2	4	P008085	𛾴 𜌓 𛿯 𜄱	M203~c M388 M217 M288	P009337	𜆛 𜌓 𜄥 𜄱	M304 M388 M285~b M288	[0, 2]
2	4	P008085	𛾴 𜌓 𛿯 𜄱	M203~c M388 M217 M288	P368497	𛵂 𜌓 𛷲 𜄱	M003~b M388 M056~e M288	[0, 2]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008185	𜌓 𜋾 𛵯 𜊩	M388 M387 M024~1 M371	[0, 1]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008271	𛻃 𜋺 𜀰 𛹜	M124 M386~a M240 M096	[2, 3]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	[1, 2]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008477	𛻃 𛷶 𛹧 𜊩	M124 M057 M099 M371	[1, 2]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	[1, 2]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	[1, 2]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 2]
2	4	P008087	𛻃 𜋺 𛵮 𜊩	M124 M386~a M024 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 2]
2	4	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	P008185	𜌓 𜋾 𛵯 𜊩	M388 M387 M024~1 M371	[0, 1]
2	4	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	P008355	𛻃 𜊩 𛵓 𜊩	M124 M371 M009 M371	[1, 2]
2	4	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	P008477	𛻃 𛷶 𛹧 𜊩	M124 M057 M099 M371	[1, 2]
2	4	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	P008490	𛻃 𜌕 𛵓 𜊩	M124 M390 M009 M371	[1, 2]
2	4	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	[1, 2]
2	4	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 2]
2	4	P008100	𛻃 𜊛 𛵮 𜊩	M124 M370 M024 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[1, 2]
2	4	P008105	𛻃 𜉜 𛹥 𛿺	M124 M352~o M097~h M218	P008621	𛸗 𜉜 𛿺 𛿺	M066 M352~o M218 M218	[0, 2]
2	4	P008105	𛻃 𜉜 𛹥 𛿺	M124 M352~o M097~h M218	P009382	𛻃 𛵅 𜀗 𛿺	M124 M004 M223~b M218	[1, 2]
2	4	P008105	𛻃 𜉜 𛹥 𛿺	M124 M352~o M097~h M218	P009412	𛸗 𜉜 𜉇 𛿺	M066 M352~o M347 M218	[0, 2]
2	4	P008105	𛻃 𛿺 𛷋 𛵅	M124 M218 M048~c M004	P008105	𛻃 𛿺 𜊩 𜈭	M124 M218 M371 M332~d	[2, 3]
2	4	P008105	𛻃 𛿺 𛷋 𛵅	M124 M218 M048~c M004	P008490	𛻃 𛹥 𜋾 𛵅	M124 M097~h M387 M004	[1, 2]
2	4	P008105	𛻃 𛿺 𛷋 𛵅	M124 M218 M048~c M004	P008490	𛻃 𛿺 𛺄 𛵂	M124 M218 M106 M003~b	[2, 3]
2	4	P008105	𛻃 𛿺 𛷋 𛵅	M124 M218 M048~c M004	P009383	𛻃 𜋾 𛷌 𛹜	M124 M387 M048~d M096	[1, 3]
2	4	P008105	𛼰 𜌓 𛿺 𛷪	M149~a M388 M218 M054	P008152	𛼌 𜌓 𛿺 𜇩	M139 M388 M218 M318	[0, 3]
2	4	P008105	𛼰 𜌓 𛿺 𛷪	M149~a M388 M218 M054	P009183	𛼰 𜌓 𛼚 𜃁	M149~a M388 M145~a M263	[2, 3]
2	4	P008105	𛻃 𛵓 𜊩 𜋺	M124 M009 M371 M386~a	P008105	𛻃 𛿺 𜊩 𜈭	M124 M218 M371 M332~d	[1, 3]
2	4	P008105	𛻃 𛵓 𜊩 𜋺	M124 M009 M371 M386~a	P008125	𜊩 𛵓 𜊩 𛵄	M371 M009 M371 M003~c	[0, 3]
2	4	P008105	𛻃 𛵓 𜊩 𜋺	M124 M009 M371 M386~a	P008666	𜂂 𛵓 𜊩 𜄱	M251~c M009 M371 M288	[0, 3]
2	4	P008105	𛻃 𛵓 𜊩 𜋺	M124 M009 M371 M386~a	P009089	𜉚 𛵓 𜊩 𜄱	M352~n M009 M371 M288	[0, 3]
2	4	P008105	𛻃 𛿺 𜊩 𜈭	M124 M218 M371 M332~d	P008490	𛻃 𛿺 𛺄 𛵂	M124 M218 M106 M003~b	[2, 3]
2	4	P008105	𛻃 𛿺 𜊩 𜈭	M124 M218 M371 M332~d	P498539	𛷼 𛿺 𜊩 𜅸	M057~b M218 M371 M297	[0, 3]
2	4	P008105	𛼰 𜌓 𛿺 𜅘	M149~a M388 M218 M295	P008152	𛼌 𜌓 𛿺 𜇩	M139 M388 M218 M318	[0, 3]
2	4	P008105	𛼰 𜌓 𛿺 𜅘	M149~a M388 M218 M295	P008438	𜋇 𜌓 𜁂 𜅘	M377~e+M377~e M388 M242~n M295	[0, 2]
2	4	P008105	𛼰 𜌓 𛿺 𜅘	M149~a M388 M218 M295	P009183	𛼰 𜌓 𛼚 𜃁	M149~a M388 M145~a M263	[2, 3]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P008185	𜌓 𜇏 𛿺 𛸘	M388 M314 M218 M066~a	[2, 3]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P008185	𜌓 𛸘 𜀈 𛿺	M388 M066~a M219 M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P008447	𜌓 𜂼 𜂣 𛿺	M388 M262 M259 M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P008490	𜌓 𜂂 𛵅 𛿺	M388 M251~c M004 M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P009017	𜌓 𛹆 𛸘 𜇶	M388 M080~a M066~a M320	[1, 3]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P009242	𜌓 𜉇 𛷽 𛿺	M388 M347 M057~b1 M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P009257	𜌓 𜇶 𛸗 𜉈	M388 M320 M066 M348	[1, 3]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P009552	𜌓 𛸗 𛸗 𛷶	M388 M066 M066 M057	[1, 3]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P234794	𜌓 𜋺 𛻛 𛿺	M388 M386~a M131 M218	[1, 2]
2	4	P008105	𜌓 𜇏 𛸗 𛿺	M388 M314 M066 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[1, 2]
2	4	P008108	𜌐 𜌓 𜋾 𜈩	M387~l M388 M387 M329	P008126	𜋾 𛹧 𛷶 𜈩	M387 M099 M057 M329	[1, 2]
2	4	P008108	𜌐 𜌓 𜋾 𜈩	M387~l M388 M387 M329	P272825	𜋾 𜌓 𜅇 𜉤	M387 M388 M291 M358	[2, 3]
2	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P008175	𜌓 𛵓 𜇭 𜅊	M388 M009 M318~a3 M292	[1, 3]
2	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P008185	𜌓 𜋾 𛵯 𜊩	M388 M387 M024~1 M371	[1, 2]
2	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P008342	𜌓 𜉇 𛺏 𜊩	M388 M347 M110~b M371	[1, 2]
2	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P008960	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	[0, 1]
2	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P009088	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	[0, 1]
2	4	P008108	𜌓 𛹥 𜇪 𜊩	M388 M097~h M318~a M371	P368539	𜌓 𛸘 𜋏 𜊩	M388 M066~a M380 M371	[1, 2]
2	4	P008110	𜀈 𛴺 𜀮 𛹜	M219 M001 M230 M096	P008618	𜀈 𜋾 𜀰 𛹜	M219 M387 M240 M096	[1, 2]
2	4	P008112	𜌓 𛷸 𜀰 𛸋	M388 M057~a M240 M059~f1	P008454	𜌓 𛷸 𛵹 𜄱	M388 M057~a M029~b M288	[2, 3]
2	4	P008112	𜌓 𛷸 𜀰 𛸋	M388 M057~a M240 M059~f1	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	[2, 3]
2	4	P008112	𜌓 𛷸 𜀰 𛸋	M388 M057~a M240 M059~f1	P009201	𜌓 𛷋 𜀰 𛷪	M388 M048~c M240 M054	[1, 3]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P008122	𛸗 𜉜 𛹢 𜄱	M066 M352~o M096~c M288	[0, 1]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P008205	𜂽 𜂽 𛹜 𜄱	M262~1 M262~1 M096 M288	[0, 1]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P008635	𜋀 𜉫 𛹜 𜄱	M377 M361~b M096 M288	[0, 1]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P008663	𛶃 𛻐 𛹜 𜄱	M032 M128~da M096 M288	[0, 1]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P008688	𜂣 𛷐 𛹜 𜄱	M259 M048~k M096 M288	[0, 1]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P008711	𛼌 𛶃 𜉈 𜄱	M139 M032 M348 M288	[0, 2]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P009338	𜂣 𜄚 𛹜 𜄱	M259 M281~f M096 M288	[0, 1]
2	4	P008122	𜇏 𛶃 𛹜 𜄱	M314 M032 M096 M288	P009338	𛸪 𜀯 𛹜 𜄱	M073~b M230~a M096 M288	[0, 1]
2	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P008221	𛷐 𜌆 𛷶 𜄱	M048~k M387~ef M057 M288	[0, 2]
2	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P008355	𛸗 𜁔 𛸗 𜄱	M066 M246~b M066 M288	[0, 1]
2	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P008438	𛶃 𜋾 𛿺 𜄱	M032 M387 M218 M288	[0, 2]
2	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P008688	𛷐 𜋺 𛸗 𜄱	M048~k M386~a M066 M288	[0, 1]
2	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	[0, 2]
2	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P009089	𛿺 𛼢 𛸗 𜄱	M218 M146 M066 M288	[0, 1]
2	4	P008122	𜃁 𜌆 𛸗 𜄱	M263 M387~ef M066 M288	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[0, 2]
2	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008221	𛷐 𜀈 𛿺 𜄱	M048~k M219 M218 M288	[0, 1]
2	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008319	𜋺 𛻛 𛿺 𜄱	M386~a M131 M218 M288	[0, 1]
2	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008431	𜉇 𜋅 𛿺 𜄱	M347 M377~e M218 M288	[0, 1]
2	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008438	𛶃 𜋾 𛿺 𜄱	M032 M387 M218 M288	[0, 1]
2	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008688	𜊩 𜀈 𛿺 𜄱	M371 M219 M218 M288	[0, 1]
2	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	[0, 1]
2	4	P008122	𜀕 𛸗 𛿺 𜄱	M223 M066 M218 M288	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	[0, 1]
